,hasID,hasTitle,hasDescription,hasNumberPage,hasPublicYear,hasExtension,hasSize,hasAuthor,hasPublisher,hasLanguage,hasRate,hasTags,hasCategory
658,4043978,Using And Administering Linux: Volume 3 Zero To SysAdmin: Network Services,"In Using and Administering Linux: Volume 3 you’ll work with multiple VMs on a single physical host to create a network in which to sharpen your sysadmin skills. Chapters have been fully updated to Fedora Linux 38 with expanded content and figures as well brand new material on the BTRFS file system, using Zram for swap, NetworkManager, automation with Ansible, as well as systemd. Focusing on network and other advanced services, this second edition of the final series volume builds upon the skills you have learned so far in volumes 1&2 and will depend upon the virtual network and VMs created there. Start by reviewing the administration of Linux servers and install and configure various Linux server services such as DHCP, DNS, NTP, and SSH server that will be used to provide advanced network services. You’ll then learn to install and configure servers such as BIND for name services, DHCP for network host configuration, and SSH for secure logins to remote hosts. Other topics covered include public/private keypairs to further enhance security, SendMail and IMAP and antispam protection for email, using Apache and WordPress to create and manage web sites, NFS, SAMBA, and Chrony. This volume also covers SELinux and its use in making your systems even more secure., You will learn to build RPMs to be used to distribute automation scripts. All of these services are installed on a single server host over the course of the book and by the time you are finished you will have a single server that provides these services for your network. What You Will Learn:• Install, configure, and manage several Linux server services such as email with spam management and single and multiple web sites• Work with NTP time synchronization, DHCP, SSH, and file sharing with Unix/Linux and Windows clients• Create RPMs for distribution of scripts and administrative programs.• Understand and work with enhanced security. Who This Book Is For: Those who are already Linux power users – SysAdmins who can administer Linux workstation hosts that are not servers – who want to learn to administer the services provided by Linux servers such as web, time, name, email, SSH, and more.",536,2023,pdf,15 MB,['David Both'],Apress,English,4.29,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
659,4044002,Using And Administering Linux: Volume 2 Zero To SysAdmin: Advanced Topics,"Learn to be a Linux sysadmin and an expert user of the Linux operating system, even with no previous Linux experience. This second edition of the popular and highly rated Linux self-study training course has been fully updated to Fedora Linux 37 with expanded and revised content and figures as well new chapters on the BTRFS file system, using Zram for swap, NetworkManager, automation with Ansible, and systemd. Like the previous version, this edition has been reviewed for technical accuracy by a highly respected Linux expert and will prepare you to manage complex systems with ease and equip you for a new career. It has also been reviewed by a student who took this course to ensure its readability and flow for those with little or no previous experience with Linux. This second volume builds upon what you learned in the first and depends upon the virtual network and virtual machine created there. You’ll see how to manage and monitor running processes, discover the power of the special filesystems, monitor and tune the kernel while it is running – without a reboot. You’ll then turn to regular expressions and the power that using them for pattern matching can bring to the command line, and learn to manage printers and printing from the command line and unlock the secrets of the hardware on which your Linux operating system is running. Experiment with command line programming and how to automate various administrative tasks, networking, and the many services that are required in a Linux system. Use the logs and journals to look for clues to problems and confirmation that things are working correctly, and learn to enhance the security of your Linux systems and how to perform easy local and remote backups. What You Will Learn: • Understand Logical Volume Management, using file managers, and special filesystems• Exploit everything is a file• Perform command line programming and basic automation• Configure printers and manage other hardware• Manage system services with systemd, user management, security, and local and remote backups using simple and freely available toolsWho This Book Is For: Anyone who wants to continue to learn Linux in depth as an advanced user and system administrator at the command line while using the GUI desktop to leverage productivity.",813,2023,pdf,27 MB,['David Both'],Apress,English,4.03,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
660,4051749,Amazon Redshift: The Definitive Guide: Jump-Start Analytics Using Cloud Data Warehousing,"Amazon Redshift powers analytic cloud data warehouses worldwide, from startups to some of the largest enterprise data warehouses available today. This practical guide thoroughly examines this managed service and demonstrates how you can use it to extract value from your data immediately, rather than go through the heavy lifting required to run a typical data warehouse.Analytic specialists Rajesh Francis, Rajiv Gupta, and Milind Oke detail Amazon Redshift's underlying mechanisms and options to help you explore out-of-the box automation. Whether you're a data engineer who wants to learn the art of the possible or a DBA looking to take advantage of machine learning-based auto-tuning, this book helps you get the most value from Amazon Redshift.By understanding Amazon Redshift features, you'll achieve excellent analytic performance at the best price, with the least effort. This book helps you:Build a cloud data strategy around Amazon Redshift as foundational...",456,2023,epub,24 MB,['Rajesh  Francis'],O'Reilly Media,English,3.51,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
661,4051778,"Windows 11 Bible 2024: Complete and Concise Guide to Seamlessly Navigate Windows 11, for Beginners, Seniors and Professionals","Introducing the Ultimate Windows 11 Guide - For Beginners, Senior Citizens and Professionals!Unlock the full potential of your Windows 11 device with our comprehensive guide tailored for tech-savvy individuals, including seniors eager to embrace the digital age. This meticulously crafted book takes you on a journey through the latest Microsoft upgrade, empowering you to navigate Windows 11 effortlessly and align it with your life's purpose.? Discover Windows 11 Like Never Before? Exploration and Evolution: Uncover Windows' incredible journey, from its inception to the cutting-edge Windows 11 interface.? System Requirements Simplified: Understand the essentials for a seamless upgrade from Windows 10 to Windows 11.? Seamless Start: Master the art of navigating the start menu, taskbar, and icons for a streamlined experience.? Effortless Navigation: Glide through Windows 11 with ease, courtesy of File Explorer, Windows search, virtual desktops, and task views.?️ Personalization and Inclusivity: Transform your desktop into a reflection of your unique style, harnessing themes and accessibility features.? Apps and Beyond: Dive into the world of applications - install/uninstall with confidence, explore the Microsoft Store, and embrace multitasking with Snap layouts.? File Harmony: Get organized with expert tips on managing files, exploring the depths of File Explorer, and maximizing external storage.? Browsing Bliss: Safely surf the web with Microsoft Edge, seamlessly manage bookmarks, and become a pro at internet navigation.✉️ Efficient Communication: Empower your professional life with email and calendar configuration, and unlock the potential of Microsoft Teams for video calls.?️ Security and Privacy: Fortify your digital fortress with Windows Defender, privacy settings, and two-factor authentication.? Troubleshooting and Care: Stay ahead of the game with smart system and Windows update strategies, essential troubleshooting skills, and expert system restore insights.And that's just the beginning! Our guide delves into advanced customization, gaming, performance optimization, networking, IoT, automation, content creation, and much more across a grand total of 48 chapters. From securing your data to enhancing productivity, this book empowers you to become a Windows 11 pro.Don't miss out on the opportunity to elevate your Windows 11 experience. Get ready to embark on a journey of digital excellence and mastery!",677,2023,epub,48 MB,['Robinson Cortez'],Independently published,English,3.35,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
662,4076877,Ansible For Linux by Examples - 100+ Automation Examples For Linux System Administrator and DevOps,"Ansible is an Open Source IT automation tool. This book contains all of the obvious and not-so-obvious best practices of Ansible automation. Every successful IT department needs automation nowadays for bare metal servers, virtual machines, could, containers, and edge computing. Automate your IT journey with Ansible automation technology.You are going to start with the installation of Ansible in Enterprise and Community Linux using the most command package manager and archives.Each of the 100+ lessons summarizes a module: from the most important parameter to some Ansible code and real-life usage. Each code is battle proved in the real life. Simplifying mundane activities like creating a text file, extracting and archiving, and fetching a repository using HTTPS or SSH connections could be automated with some lines of code and these are only some of the long lists included in the course.There are some Ansible codes usable in all the Linux systems, some specific for RedHat-like, Debian-like, and Suse-like.The 20+ Ansible troubleshooting lesson teaches you how to read the error message, how to reproduce it, and the process of troubleshooting and resolution.Are you ready to automate your day with Ansible?Examples in the book are tested with the latest version of Ansible 2.9+ and Ansible Core 2.11+.",740,2023,epub,1 MB,['Luca Berton'],Independently published,English,4.83,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
663,4108078,Операционные системы микроконтроллеров: На примере операционной системы реального времени FreeRTOS,"Программирование встраиваемой электроники во многом консервативный процесс. Можно наблюдать как в мире персональных компьютеров с головокружительной скоростью происходит смена одного языка программирования другим, рождаются и уходят в бесконечность парадигмы программирования. По сравнению с этим, мир микроконтроллеров кажется островом стабильности. Отчасти это так.",228,2023,pdf,6 MB,['Владимир Мединцев'],Издательские решения,Russian,3.04,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
664,4124237,Containers for Developers Handbook: A practical guide to developing and delivering applications using software containers,"Developers are changing their deployment artifacts from application binaries to container images, giving rise to the need to build container-based apps as part of their new development workflow. Managing an app’s life cycle is complex and requires effort—this book will show you how to efficiently develop, share, and execute applications.You’ll learn how to automate the build and delivery process using CI/CD tools with containers as container orchestrators manage the complexity of running cluster-wide applications, creating infrastructure abstraction layers, while your applications run with high availability, resilience, and persistence. As you advance, you’ll develop, test, and debug applications on your desktop and get them ready to run in production with optimal security standards, using deployment patterns and monitoring tools to help identify common issues. You’ll also review deployment patterns that’ll enable you to solve common deployment problems, providing high availability, scalability, and security to your applications. Finally, you’ll explore different solutions to monitor, log, and instrument your applications as per open-source community standards.By the end of this book, you’ll be able to manage your app’s life cycle by implementing CI/CD workflows using containers to automate the building and delivery of its components.What you will learn",490,2023,pdf,42 MB,"['Urea', 'Francisco Javier Ramírez', '0 / 5.0 0 comments']",Packt,English,3.4,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
665,4124262,"Fedora Linux System Administration: Install, manage, and secure your Fedora Linux environments","Fedora Linux is a free and open-source platform designed for hardware, clouds, and containers that enables software developers and community members to create custom solutions for their customers. This book is a comprehensive guide focusing on workstation configuration for the modern system administrator.The book begins by introducing you to the philosophy underlying the open-source movement, along with the unique attributes of the Fedora Project that set it apart from other Linux distributions. The chapters outline best practices and strategies for essential system administration tasks, including operating system installation, first-boot configuration, storage, and network setup. As you make progress, you’ll get to grips with the selection and usage of top applications and tools in the tech environment. The concluding chapters help you get a clear understanding of the basics of version control systems, enhanced Linux security, automation, virtualization, and containers, which are integral to modern system administration.By the end of this book, you’ll have gained the knowledge needed to optimize day-to-day tasks related to Linux-based system administration",560,2023,pdf,65 MB,['ALEX. CALLEJAS'],Packt,English,4.67,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
666,4132792,"AlmaLinux 9 Essentials: Learn to Install, Administer, and Deploy Rocky Linux 9 Systems","AlmaLinux 9 Essentials is intended to provide detailed information on the installation, use, and administration of the AlmaLinux 9 distribution. For beginners, the book covers topics such as operating system installation, the basics of the GNOME desktop environment, configuring email and web servers, and installing packages and system updates. Additional installation topics, such as dual booting with Microsoft Windows, are also covered, together with all important security topics, such as configuring a firewall and user and group administration.For the experienced user, topics such as remote desktop access, the Cockpit web interface, logical volume management (LVM), disk partitioning, swap management, KVM virtualization, Secure Shell (SSH), Linux Containers, and file sharing using both Samba and NFS are covered in detail to provide a thorough overview of this enterprise class operating system.AlmaLinux 9 is one of several variants (also referred to as distributions) of the Linux operating system. It is based on the source code of the Red Hat Enterprise Linux distribution (RHEL), developed by a U.S. company named Red Hat, Inc. Based in Raleigh, North Carolina, the company was founded in the mid-1990s through the merger of two companies owned at the time by Marc Ewing and Bob Young. The origins of Linux, however, go back even further.AlmaLinux was created in 2021 by the AlmaLinux OS Foundation to provide a stable Linux distribution that is 100% compatible with Red Hat Enterprise Linux. This originally involved building from the RHEL source code. Now that the RHEL source code is no longer publicly available, the goal is changing to 100% binary compatibility. Binary compatibility means that while AlmaLinux may not be identical to RHEL, it can run the same software and applications that run on RHEL.",271,2023,epub,24 MB,['Neil Smyth'],"Payload Media, Inc.",English,4.81,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
667,4136756,Red Hat RHCSA 9 Cert Guide: EX200 (Certification Guide),"“Learn, prepare, and practice for Red Hat RHCSA 9 (EX200) exam success with this Cert Guide from Pearson IT Certification, a leader in IT Certification learning.Master Red Hat RHCSA 9 EX200 exam topics. Assess your knowledge with chapter-ending quizzes and labs. Review key concepts with exam-preparation tasks. Practice with four unique practice tests. Learn from two full hours of video training from the author’s Red Hat Certified System Administrator (RHCSA) RHEL 9 Complete Video CourseRed Hat RHCSA 9 Cert Guide: EX200 is a comprehensive exam study guide. Leading Linux consultant, author, and instructor Sander van Vugt shares preparation hints and test-taking tips, helping you identify areas of weakness and improve both your conceptual knowledge and hands-on skills. The material is presented in a concise manner, focusing on increasing your understanding and retention of exam topics.The book presents you with an organized test-preparation routine through the use of proven series elements and techniques. Exam topic lists make referencing easy, and chapter-ending Exam Preparation Tasks help you drill deep on key concepts you must know thoroughly to pass the exam. Review questions help you assess your knowledge, and a final preparation chapter guides you through tools and resources to help you craft your final study plan.The companion website also contains two additional practice tests plus two full hours of personal video training from the author’s Red Hat Certified System Administrator (RHCSA) RHEL 9 Complete Video Course.Well regarded for its level of detail, assessment features, and challenging review questions and exercises, this study guide helps you master the concepts and techniques that will enable you to succeed on the exam the first time, includingBasic system management: Installation, tools, file management, text files, RHEL9 connections, user/group management, permissions, and network configuration. Operating running systems: Managing software, processes, storage, and advanced storage; working with Systemd; scheduling tasks; and configuring logging. Advanced system administration: Managing the kernel and boot procedures, essential troubleshooting, bash shell scripting. Managing network services: Configuring SSH, firewalls, and time services; managing Apache HTTP services and SE Linux; accessing network storage; and managing containersCompanion WebsiteThe website contains two complete practice exams and more than an hour of video training from the author’s Red Hat Certified System Administrator (RHCSA) RHEL 9 Complete Video Course.Includes Exclusive Offer for 70% Off the full Red Hat Certified System Administrator (RHCSA) RHEL 9 Complete Video Course.”",780,2023,pdf,6 MB,['Sander van Vugt'],Pearson IT Certification,English,4.84,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
668,4180005,"RHCSA Red Hat Enterprise Linux 9 Certification Study Guide (Exam EX200), 8th Edition","Take the latest editions of the challenging RHCSA and RHCE certification exams with confidence.This comprehensive self-study guide clearly explains what you need to know—and gets you fully prepared—for the RHCSA and RHCE certification exams. Written by a pair of Linux certification experts and experienced authors, this new edition has been thoroughly revised for Red Hat Enterprise Linux 8 and provides complete coverage of all exam objectives.RHCSA/RHCE Red Hat Enterprise Linux 8 Certification Study Guide, Eighth Edition (Exams EX200 & EX294) is an integrated study system based on proven pedagogy. Each chapter includes step-by-step exercises, special ""Exam Watch"" and ""On the Job"" sidebars, ""Two-Minute Drills,"" self-tests, and hands-on lab questions. The companion website contains searchable glossaries, downloadable virtual machine files, four complete lab-based practice exams (two for each exam), and 100+ lab-based exercises with answers and explanations.Today, you can use Linux on everything from laptops and mobile devices to servers and mainframes. This makes Linux a versatile option for many different situations. Linux is also known for its strong security. Because it is open source, any security problems can be quickly found and fixed by the community. Linux also has strong rules about permissions and access, which makes it tough for harmful software to break in. Regular updates also help keep Linux safe and secure.Linux also provides good support for virtualization, which lets users create and manage virtual machines (VMs) efficiently. With tools like Kernel-based Virtual Machine (KVM) and Xen, Linux allows users to run more than one operating system at the same time on a single machine. This is really useful in server environments, where virtualization makes things like software deployment and resource management easier.On top of this, Linux is the go-to platform for container technologies like Docker and Kubernetes. Containers create isolated environments for applications, making them easier to move and run on different systems. Linux’s built-in features, such as namespaces and cgroups, are the backbone of containerization. These features make it easier to manage resources, isolate processes, and scale up. By bringing together Linux and containerization, software development and deployment have become faster and more efficient.Having discussed the diverse capabilities and advantages of Linux, it’s essential to recognize the challenges that come with mastering it. Red Hat exams, for instance, are tough, and not many first-time test-takers pass the RHCSA exam. But don’t let that scare you. While passing isn’t guaranteed, this book is designed to help you prepare for and hopefully pass the RHCSA exam. The skills described in this book can also help you in your job as a Linux administrator. However, this book isn’t a replacement for the Red Hat prep courses, which we’ll talk about soon.• Features 100+ lab-based exercises with answers and in-depth explanations• Online content includes four complete lab-based practice exams—two for RHSCA and two for RHCE• Written by a pair of Linux certification experts",527,2023,pdf,48 MB,"['Michael Jang', 'Alessandro Orsaria']",McGraw Hill,English,4.39,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
669,4186097,Red Hat Ansible Automation Platform: Modernize your organization with automation and Infrastructure as Code,"This book equips you to revolutionize operations across Cloud Infrastructure, Applications, Networks, Containers, and Security. From foundational concepts to advanced strategies, the readers will navigate Ansible Automation intricacies, covering architecture, syntax, and installation scenarios, including single-machine setups and high-availability clusters. Authentication mastery encompasses Role-Based Access Controls (RBAC) and external authentication, ensuring a secure user management foundation.System administration intricacies, such as metrics, logging, performance monitoring, and backup strategies, are explored, providing readers with holistic insights. Application deployment takes center stage in this book, emphasizing creating Ansible playbooks and content, automating deployment processes, and managing container applications. The book explores hybrid cloud environments, integrating Ansible with Kubernetes to manage applications across major cloud providers.The concluding chapter encapsulates key learnings, offering a reflective mastery of the Ansible Automation Platform. This guide provides practical skills for designing, deploying, and orchestrating end-to-end automation.",432,2023,epub,16 MB,['Luca Berton'],BPB Online,English,4.35,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
670,4197239,Oracle Linux Cookbook: Embrace Oracle Linux and master Linux Server Management,"Get to grips with cloud security fundamentals, uncover cloud exploits, and safeguard your organization's network through effective pentesting of AWS, Azure, and GCPBook DescriptionDiscover the power of Oracle Linux 8, the free and enterprise-grade Linux distribution designed for use in any environment, with this recipe-style book.Starting with instructions on how to obtain Oracle Linux for both X86 and ARM-based platforms, this book walks you through various installation methods, from running it as a Windows service to installing it on a Raspberry Pi. It unravels advanced topics such as system upgrades using Leapp for major version transitions and using a PXE server and kickstart files for more advanced installations. The book then delves into swapping kernels to take advantage of Oracle’s UEK, exploring boot options, managing software with DNF, and achieving high availability. Detailed recipes involving security topics will assist with tasks such as data encryption, both at rest and in motion.For developers, it offers guidance on building RPM files, using Docker and Podman in a containerized environment, working with AppStreams, and more. For large-scale deployments, the book introduces Oracle Linux Automation Manager for enterprise-level Ansible utilization, from setting up the Ansible server to basic playbook writing. Finally, you’ll discover strategies for cloud migration.By the end of this book, you’ll possess a comprehensive toolkit that will elevate your skills as a Linux administrator.What you will learnMaster the use of DNF for package management and stream-specific installationsImplement high availability services through Podman and Oracle Linux Automation ManagerSecure your system with Secure Boot and at-rest disk encryption techniquesAchieve rebootless system updates using the Ksplice technologyOptimize large-scale deployments with Oracle Linux Automation Manager and AnsibleGain practical insights into storage management using Btrfs and LVM",691,2023,epub,60 MB,['Erik Benner | Erik B. Thomsen | Jonathan Spindel'],Packt Publishing Limited,English,4.99,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
671,4203385,WINDOWS 11 SENIORS GUIDE: The Most User-Friendly Seniors and Beginners Manual to Learn Windows 11's Essential Features,"Microsoft Windows Engineer Reveals: How Seniors Can Use Windows 11 Without Asking Anyone for Help!Have you ever wished to navigate the web independently, finding information at your fingertips? Have you ever dreamed of effortlessly sending and receiving emails, free from reliance on others? Explore our step-by-step illustrated guide tailored for seniors and beginners to unlock the full potential of Windows 11 and effortlessly simplifying tasks you once found daunting! In today's world, knowing the basics of computer use brings you independence and connectivity while alsobridging the gap to family, business, and the global community. This guide is designed for you if you feel frustrated and dependent when external help is required.Within this practical guide crafted for seniors and beginners, we'll zero in on the core skills essential for your confidence and self-sufficiency in all things Windows 11.This guide is a great tool for seniors and beginners because it includesUser-Friendly and Easy Navigation: This guide is written in easily understood plain language to enhance your overall experience and confidence in using Windows 11.Large Images and Accessibility Features Guidance: This guide utilizes large images to make following along easier as well as learn how to adjust text size, color contrast, and other computer settings.Communication and Social Interaction: This guide walks you through communication and social interaction covering things like email, messaging, and social media with step-by-step instructions.Multimedia and Entertainment: This guide helps you use the entertainment activities on your computer like viewing photos and play music.Tips and Tricks: This book includes troubleshooting tips and solutions to common issues you might encounter so you can solve your problems independently.Here is what you'll find in this book and more:- An inclusive, visually guided introduction to Windows 11, unraveling its fundamental features and optimizing settings for an intuitively seamless user experience.- Secure software installations, encompassing antivirus and video-viewing programs, with expert advice for seniors on executing them flawlessly.- Navigating the web made effortlessly clear.- Staying connected through emails througha step-by-step tutorial to master these vital Windows 11 features, whether for personal connections or professional endeavors.- Useful apps and their practical usage: delve into photos, calendar, Cortana, maps, and beyond.- Unearth invaluable tips and tricks to elevate your tech prowess, becoming the go-to source for computer advice.And much, much more!",195,2023,epub,12 MB,"['White', 'Steve']",,English,3.54,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
672,4205344,Essential Linux Commands,"100 Linux commands every system administrator should know Unlock the power of Linux with this quick-start guide to leveling up your admin skills, packed with clear explanations and hands-on examples Explore Linux commands for mounting, file manipulation, and running Linux on the cloud Learn commands for checking and configuring network card statistics, firewall rules, and interfaces, Understand how to utilize SELinux in keeping systems adequately hardened and avoiding various security risks",250,2023,epub,19 MB,['Paul Olushile'],Packt Publishing Pvt Ltd,English,3.69,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
673,4219436,"Linux Server Cookbook: Get Hands-on Recipes to Install, Configure, and Administer a Linux Server Effectively","Learn How to Implement Key System Administration Tasks in LinuxKey Features● Configure and use Linux network commands to analyze, maintain, and troubleshoot the network.● Get familiar with the most commonly used advanced commands required for administrating the Linux Server.● Explore new and trending services in the system administration domain.DescriptionLinux is the most popular operating system in the IT industry due to its security and performance. In this book, you will get familiar with the most important and advanced concepts of Linux server administration.The book begins by showing you how to install a Linux distribution and the different possibilities available depending on the end usage of it. After installation, the book shows how to manage your system, administrate users, and permissions, and how to install new software and configure the services. The book provides a review of the most common and useful CLI commands and will provide knowledge on how to manage files, directories, and processes. It explains how to install and administer advanced services like databases and file sharing. The book will then guide you through new technologies related to automation, containers, and continuous integration/delivery pipelines. Lastly, it will help you explore concepts such as Infrastructure as Code and Infrastructure as a Service and the usage of Linux on Public and Private clouds in detail with multiple examples.By the end of the book, you will be able to use different open-source tools available on Linux to perform tasks.What you will learn● Learn how to install a Linux distribution.● Explore advanced Network Configuration in Linux.● Configure firewall and network security in the Linux server.● Learn how to automate your system administration tasks.● Automate Linux Server Deployments with Terraform.Who this book is forThis book is best suited for System administrators, Linux administrators, IT managers, Network engineers, Network administrators, and Security…",587,2023,pdf,21 MB,['Alberto Gonzalez'],BPB Publications,English,3.52,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
674,4220758,Linux Fundamentals,True PDF,332,2023,pdf,19 MB,['Richard Blum'],Jones & Bartlett Learning,English,3.05,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
675,4228088,Архитектура компьютерных систем. Как собрать современный компьютер по всем правилам,"Лучший способ понять, как работают компьютеры, — это построить один изних с нуля! Так считают авторы этой книги и потому предлагают практическийподход к изучению компьютерных систем. Внутри вас ждет не только исчерпыва-ющее теоретическое описание работы современного компьютера, но и алгоритмконкретных шагов, необходимых для его конструирования. В отличие от другихучебников, которые охватывают только один аспект темы, эта книга дает целост-ное и исчерпывающее знание прикладной информатики, необходимое для созда-ния собственных проектов.",485,2023,pdf,4 MB,"['Ноам Нисан', 'Шимон Шокен']",Эксмо,Russian,4.32,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
676,4238161,Linux Shell Programming: Pocket Primer,"The goal of this book is to introduce readers to an assortment of powerful command line utilities that can be combined to create simple, yet powerful shell scripts. While all examples and scripts use the ""bash"" command set, many of the concepts translate into other forms of shell scripting (ksh, sh, csh), including the concept of piping data between commands, regular expression substitution and the sed and awk commands. Aimed at a reader relatively new to working in a bash environment, the book is comprehensive enough to be a good reference and teach a few new tricks to those who already have some experience with creating shell scripts.FEATURES:- Covers extensive topics, code samples, and scripting utilities.- Includes material on piping data between commands, regular expression substitution, cleaning datasets, and the sed and awk commands. - Features companion files with code samples from the book (available for downloading from the publisher).",200,2023,epub,5 MB,['Oswald Campesato'],Mercury Learning and Information,English,3.4,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
677,4238649,Производительность систем. На примере Linux,"Книга посвящена концепциям, стратегиям, инструментам и настройке операционных систем и приложений на примере систем на базе Linux. Понимание этих инструментов и методов критически важно при разработке современного ПО. Применение стратегий, изложенных в обновленном и переработанном издании, позволит перформанс-инженерам улучшить взаимодействие с конечными пользователями и снизить затраты, особенно для облачных сред.",992,2023,pdf,17 MB,['Брендан Грегг'],Питер,Russian,3.02,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
678,4261238,Linux for OSINT: 21-Day Course for Beginners,The course is primarily intended for those who are professionally involved in or simply interested in OSINT. And you will find in it a lot about automation of collection and analysis of various data.,157,2023,pdf,7 MB,['cyb_detective'],cyb_detective,English,3.68,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
680,4270405,欧拉崛起：从华为走向世界,为什么华为打不倒？大众通常只看到聚光灯下的成功，但真正影响华为的，真正改变中国高科技产业进程的，往往不在大众视野范围内。很多人不知道，中国在操作系统上的软肋比芯片更为显著。本书作者历时4年收集一手资料，深度采访50余位华为专家，以欧拉操作系统近20年发展史为窗口，独家披露华为被美国制裁前后，解决“卡脖子”的根技术发展历程。被时代浪潮卷入互联网技术革命的华为，出于自身业务需要逐渐萌生出做自有操作系统等基础技术的想法，一个沉寂十余年的项目“欧拉”诞生。做基础技术烧钱又回报慢，与当下火热的“风口”格格不入，饶是华为自己的研发团队也看不到出头之日，毕竟直接用西方现有技术便捷又高效。然而2019年美国对华为挥起的制裁大棒，改变了整个局面。华为迎来了它的生存之战，“欧拉”也因此迎来命运转折点，成为华为突围“抓手”之一，从前的埋头苦干也成为华为不服输的底气！,385,2023,epub,1 MB,['方兴东'],人民日报出版社,Chinese,4.79,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
681,3226386,Linux System Administration For The 2020s: The Modern Sysadmin Leaving Behind The Culture Of Build And Maintain,"Build and manage large estates, and use the latest OpenSource management tools to breakdown a problem. This book is divided into 4 parts all focusing on the distinct aspects of Linux system administration. The book begins by reviewing the foundational blocks of Linux and can be used as a brief summary for new users to Linux and the OpenSource world. Moving on to Part 2 you'll start by delving into how practices have changed and how management tooling has evolved over the last decade. You’ll explore new tools to improve the administration experience, estate management and its tools, along with automation and containers of Linux. Part 3 explains how to keep your platform healthy through monitoring, logging, and security. You'll also review advanced tooling and techniques designed to resolve technical issues. The final part explains troubleshooting and advanced administration techniques, and less known methods for resolving stubborn problems. With Linux System Administration for the 2020s you'll learn how to spend less time doing sysadmin work and more time on tasks that push the boundaries of your knowledge. You will:• Explore a shift in culture and redeploy rather than fix• Improve administration skills by adopting modern tooling• Avoid bad practices and rethink troubleshooting• Create a platform that requires less human interventionSee also:• https://github.com/Apress/Linux-­System-­Administration-­for-­the-­2020s• http://www.apress.com/source-­code",349,2022,pdf,4 MB,['Kenneth Hitchcock'],Apress,English,3.8,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
682,3239526,Efficient Linux at the Command Line: Boost Your Command-Line Skills,"Take your Linux skills to the next level! Whether you're a system administrator, software developer, site reliability engineer, or enthusiastic hobbyist, this practical, hands-on book will help you work faster, smarter, and more efficiently. You'll learn how to create and run complex commands that solve real business problems, process and retrieve information, and automate manual tasks.You'll also truly understand what happens behind the shell prompt, so no matter which commands you run, you can be more successful in everyday Linux use and more competitive on the job market.As you build intermediate to advanced command-line skills, you'll learn how to:• Choose or invent commands that get your work done quickly• Run commands efficiently and navigate the Linux filesystem with ease• Build powerful, complex commands out of simpler ones• Transform text files and query them like databases to achieve business goals• Control Linux point-and-click features from the command line",248,2022,pdf,6 MB,['Daniel Barrett'],O'Reilly Media,English,3.13,"['Computers', 'Operating Systems']","Computer, OperatingSystem"
